,Rk,G,Date,Age,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
316,78,78,2007-04-18,22-109,CLE,,MIL,W (+13),1,39:58,9,18,0.5,1,4,0.25,5,10,0.5,0,5,5,9,2,0,2,2,24,20.0,22
317,1,1,2007-10-31,22-305,CLE,,DAL,L (-18),1,36:09,2,11,0.182,0,2,0.0,6,10,0.6,1,4,5,4,1,0,5,4,10,0.6,-12
318,2,2,2007-11-02,22-307,CLE,,NYK,W (+4),1,44:25,13,28,0.46399999999999997,3,5,0.6,16,22,0.727,3,4,7,7,3,1,3,1,45,36.7,4
319,3,3,2007-11-04,22-309,CLE,@,PHO,L (-11),1,43:13,11,26,0.423,3,5,0.6,2,2,1.0,1,4,5,8,2,4,3,0,27,22.5,-18
320,4,4,2007-11-06,22-311,CLE,@,GSW,W (+4),1,41:51,9,16,0.563,1,2,0.5,5,7,0.7140000000000001,1,12,13,9,0,3,2,1,24,25.9,4
321,5,5,2007-11-07,22-312,CLE,@,UTA,L (-2),1,40:45,12,27,0.444,1,4,0.25,7,15,0.467,2,13,15,13,3,2,4,4,32,27.9,4
322,6,6,2007-11-09,22-314,CLE,@,SAC,W (+2),1,43:51,10,19,0.526,0,2,0.0,6,8,0.75,0,4,4,4,1,1,1,1,26,20.2,-1
323,7,7,2007-11-11,22-316,CLE,@,LAC,W (+8),1,35:55,9,21,0.429,0,2,0.0,4,8,0.5,1,4,5,8,6,1,5,3,22,17.3,11
324,8,8,2007-11-12,22-317,CLE,@,DEN,L (-22),1,33:47,9,16,0.563,1,3,0.33299999999999996,8,14,0.5710000000000001,0,1,1,4,2,0,4,3,27,16.9,-13
325,9,9,2007-11-14,22-319,CLE,,ORL,L (-1),1,47:14,15,27,0.556,2,4,0.5,7,9,0.778,4,9,13,14,0,2,4,1,39,37.6,2
326,10,10,2007-11-16,22-321,CLE,,UTA,W (+5),1,40:16,13,27,0.48100000000000004,1,3,0.33299999999999996,13,15,0.867,2,8,10,9,0,3,5,3,40,31.5,13
327,11,11,2007-11-20,22-325,CLE,,MIL,L (-4),1,44:06,11,22,0.5,1,7,0.14300000000000002,11,12,0.917,0,7,7,7,1,1,3,4,34,26.7,-2
328,12,12,2007-11-21,22-326,CLE,@,MIN,W (+11),1,39:03,17,26,0.654,6,10,0.6,5,8,0.625,2,6,8,5,3,2,3,2,45,39.7,14
329,13,13,2007-11-24,22-329,CLE,,TOR,W (+3),1,44:41,14,29,0.483,2,8,0.25,7,8,0.875,3,9,12,12,3,1,4,3,37,33.6,7
330,14,14,2007-11-25,22-330,CLE,@,IND,W (+5),1,35:47,10,21,0.47600000000000003,1,6,0.16699999999999998,9,15,0.6,3,8,11,10,4,1,2,1,30,30.7,9
331,15,15,2007-11-27,22-332,CLE,,BOS,W (+5),1,45:46,11,25,0.44,2,8,0.25,14,15,0.9329999999999999,0,4,4,13,2,2,3,2,38,34.4,14
332,16,16,2007-11-28,22-333,CLE,@,DET,L (-35),1,19:31,5,11,0.455,0,2,0.0,5,9,0.556,0,1,1,3,0,0,0,1,15,9.7,-2
333,17,17,2007-12-11,22-346,CLE,,IND,W (+13),0,22:37,5,9,0.556,0,1,0.0,7,10,0.7,1,2,3,5,1,1,4,2,17,13.2,27
334,18,18,2007-12-14,22-349,CLE,@,NJN,L (-8),1,41:09,12,25,0.48,3,9,0.33299999999999996,2,3,0.667,0,6,6,8,2,0,6,3,29,18.1,6
335,19,19,2007-12-15,22-350,CLE,,PHI,L (-6),1,41:46,10,18,0.556,0,1,0.0,1,1,1.0,0,6,6,6,0,1,3,1,21,15.7,5
336,20,20,2007-12-17,22-352,CLE,,MIL,W (+5),1,50:13,10,25,0.4,0,5,0.0,11,13,0.846,1,7,8,5,1,0,2,3,31,20.8,6
337,21,21,2007-12-19,22-354,CLE,@,NYK,L (-18),1,36:52,12,21,0.5710000000000001,3,6,0.5,5,6,0.833,1,7,8,6,6,0,4,1,32,30.3,-9
338,22,22,2007-12-20,22-355,CLE,,LAL,W (+4),1,38:28,12,29,0.414,0,3,0.0,9,11,0.818,4,6,10,5,1,1,3,3,33,22.3,-7
339,23,23,2007-12-23,22-358,CLE,,GSW,L (-9),1,40:51,8,20,0.4,0,2,0.0,9,13,0.6920000000000001,2,3,5,8,1,1,3,2,25,18.4,-12
340,24,24,2007-12-25,22-360,CLE,,MIA,W (+14),1,38:36,9,19,0.474,0,3,0.0,7,11,0.636,0,6,6,12,1,1,2,3,25,22.4,18
341,25,25,2007-12-27,22-362,CLE,@,DAL,W (+7),1,36:19,9,21,0.429,1,4,0.25,5,10,0.5,4,4,8,7,3,0,3,5,24,17.8,5
342,26,26,2007-12-29,22-364,CLE,@,NOH,L (-10),1,42:21,8,21,0.381,1,4,0.25,4,6,0.667,2,3,5,6,1,0,4,1,21,11.8,-18
343,27,27,2008-01-02,23-003,CLE,,ATL,W (+4),1,40:05,13,22,0.591,1,3,0.33299999999999996,9,11,0.818,1,4,5,6,2,1,2,1,36,31.4,7
344,28,28,2008-01-04,23-005,CLE,,SAC,W (+4),1,45:21,7,18,0.389,1,6,0.16699999999999998,9,12,0.75,1,7,8,10,5,1,3,1,24,25.1,7
345,29,29,2008-01-06,23-007,CLE,@,TOR,W (+3),1,45:44,14,29,0.483,4,8,0.5,7,12,0.583,3,8,11,8,0,0,1,1,39,31.0,-1
346,30,30,2008-01-08,23-009,CLE,,SEA,W (+16),1,35:10,8,18,0.444,0,3,0.0,6,6,1.0,2,6,8,3,2,0,4,2,22,15.1,13
347,31,31,2008-01-09,23-010,CLE,@,ATL,L (-9),1,43:23,13,22,0.591,0,4,0.0,5,9,0.556,3,7,10,6,3,1,3,3,31,27.1,-7
348,32,32,2008-01-11,23-012,CLE,,CHA,W (+7),1,49:36,10,20,0.5,2,7,0.28600000000000003,9,15,0.6,5,14,19,8,4,3,8,3,31,28.8,-2
349,33,33,2008-01-15,23-016,CLE,@,MEM,W (+8),1,47:10,18,28,0.643,6,12,0.5,9,16,0.563,3,5,8,9,3,1,4,1,51,45.0,10
350,34,34,2008-01-17,23-018,CLE,@,SAS,W (+2),1,38:54,9,24,0.375,1,5,0.2,8,12,0.667,3,6,9,7,0,2,3,1,27,19.0,-11
351,35,35,2008-01-21,23-022,CLE,@,MIA,W (+7),1,39:40,11,26,0.423,1,4,0.25,5,5,1.0,1,2,3,5,4,1,5,4,28,17.1,12
352,36,36,2008-01-23,23-024,CLE,,WAS,W (+36),1,31:08,7,13,0.5379999999999999,1,3,0.33299999999999996,8,9,0.889,2,6,8,8,2,1,0,2,23,27.0,31
353,37,37,2008-01-25,23-026,CLE,,PHO,L (-2),1,39:26,14,30,0.467,0,1,0.0,8,10,0.8,2,5,7,5,2,0,1,3,36,26.0,-12
354,38,38,2008-01-27,23-028,CLE,@,LAL,W (+3),1,44:08,16,32,0.5,1,5,0.2,8,12,0.667,3,6,9,4,2,0,5,4,41,25.5,-3
355,39,39,2008-01-30,23-031,CLE,@,POR,W (+1),1,43:53,13,29,0.44799999999999995,3,6,0.5,8,12,0.667,2,12,14,4,2,2,4,3,37,26.3,3
356,40,40,2008-02-02,23-034,CLE,,LAC,W (+14),1,43:48,8,19,0.42100000000000004,1,4,0.25,11,16,0.688,0,11,11,7,2,1,3,2,28,23.0,15
357,41,41,2008-02-05,23-037,CLE,,BOS,W (+1),1,42:24,11,21,0.524,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,33,30.4,12
358,42,42,2008-02-07,23-039,CLE,@,HOU,L (-15),1,41:13,12,23,0.522,2,5,0.4,6,11,0.545,1,6,7,6,2,2,3,0,32,25.8,-11
359,43,43,2008-02-08,23-040,CLE,@,ATL,W (+5),1,44:00,11,24,0.45799999999999996,0,3,0.0,4,4,1.0,4,7,11,7,2,1,1,2,26,24.3,5
360,44,44,2008-02-10,23-042,CLE,,DEN,L (-30),1,32:36,11,23,0.478,2,5,0.4,6,6,1.0,1,4,5,3,2,0,5,1,30,18.9,-25
361,45,45,2008-02-11,23-043,CLE,@,ORL,W (+7),1,43:51,8,15,0.5329999999999999,1,2,0.5,12,15,0.8,1,6,7,10,3,1,5,3,29,27.5,10
362,46,46,2008-02-13,23-045,CLE,,SAS,L (-7),1,42:44,17,31,0.5479999999999999,1,5,0.2,4,7,0.5710000000000001,2,4,6,9,0,1,3,4,39,27.9,-4
363,47,47,2008-02-19,23-051,CLE,,HOU,L (-8),1,42:08,7,18,0.389,4,7,0.5710000000000001,8,11,0.727,2,11,13,11,2,0,5,2,26,23.6,-8
364,48,48,2008-02-20,23-052,CLE,@,IND,W (+9),1,43:14,11,22,0.5,1,5,0.2,8,12,0.667,2,12,14,12,2,1,4,1,31,30.1,14
365,49,49,2008-02-22,23-054,CLE,,WAS,W (+1),1,44:32,11,20,0.55,2,6,0.33299999999999996,9,14,0.643,3,12,15,8,1,1,3,1,33,31.0,2
366,50,50,2008-02-24,23-056,CLE,,MEM,W (+20),1,39:02,10,17,0.588,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,25,23.8,19
367,51,51,2008-02-26,23-058,CLE,@,MIL,L (-3),1,37:50,16,24,0.667,1,3,0.33299999999999996,2,5,0.4,0,4,4,6,0,1,2,3,35,26.3,-2
368,52,52,2008-02-27,23-059,CLE,@,BOS,L (-5),1,39:00,7,24,0.292,1,6,0.16699999999999998,11,15,0.733,4,4,8,4,0,0,3,2,26,13.4,-13
369,53,53,2008-02-29,23-061,CLE,,MIN,W (+8),1,43:35,11,22,0.5,1,4,0.25,7,9,0.778,2,6,8,13,2,0,3,2,30,28.7,12
370,54,54,2008-03-02,23-063,CLE,,CHI,W (+9),1,39:51,15,29,0.517,0,5,0.0,7,8,0.875,3,3,6,6,1,0,3,1,37,27.1,21
371,55,55,2008-03-05,23-066,CLE,@,NYK,W (+14),1,43:50,16,30,0.5329999999999999,7,13,0.5379999999999999,11,16,0.688,1,7,8,10,4,0,2,3,50,44.0,11
372,56,56,2008-03-06,23-067,CLE,@,CHI,L (-11),1,37:55,13,27,0.48100000000000004,2,8,0.25,11,12,0.917,0,3,3,1,1,3,4,1,39,25.2,-21
373,57,57,2008-03-08,23-069,CLE,,IND,W (+8),1,38:13,11,24,0.45799999999999996,5,8,0.625,11,12,0.917,4,7,11,4,1,2,2,2,38,32.5,15
374,58,58,2008-03-10,23-071,CLE,,POR,W (+8),1,43:41,7,18,0.389,1,4,0.25,9,13,0.6920000000000001,1,9,10,11,1,2,4,0,24,22.1,10
375,59,59,2008-03-12,23-073,CLE,@,NJN,L (-5),1,45:41,12,23,0.522,2,7,0.28600000000000003,16,23,0.696,3,8,11,7,1,2,6,5,42,31.7,-4
376,60,60,2008-03-13,23-074,CLE,@,WAS,L (-2),1,43:23,9,22,0.409,1,7,0.14300000000000002,6,8,0.75,2,5,7,7,0,0,7,4,25,11.6,3
377,61,61,2008-03-16,23-077,CLE,,CHA,W (+7),1,41:40,11,24,0.45799999999999996,1,3,0.33299999999999996,10,16,0.625,2,5,7,10,1,2,1,2,33,28.7,17
378,62,62,2008-03-17,23-078,CLE,@,ORL,L (-14),1,42:14,11,22,0.5,1,4,0.25,7,11,0.636,2,7,9,6,0,1,3,1,30,22.4,-7
379,63,63,2008-03-19,23-080,CLE,,DET,W (+16),1,41:04,11,19,0.579,2,5,0.4,6,7,0.857,3,4,7,6,1,1,0,0,30,29.9,15
380,64,64,2008-03-21,23-082,CLE,,TOR,W (+7),1,41:24,14,22,0.636,1,3,0.33299999999999996,0,0,,0,12,12,5,1,0,5,1,29,21.9,-3
381,65,65,2008-03-22,23-083,CLE,@,MIL,L (-10),1,38:35,9,25,0.36,3,9,0.33299999999999996,8,10,0.8,4,7,11,4,2,0,4,3,29,18.8,-12
382,66,66,2008-03-26,23-087,CLE,,NOH,L (-1),1,40:33,6,14,0.429,1,2,0.5,8,10,0.8,0,3,3,8,2,2,2,2,21,19.9,-3
383,67,67,2008-03-29,23-090,CLE,@,DET,L (-14),1,35:18,4,17,0.235,1,5,0.2,4,6,0.667,0,4,4,5,0,0,5,0,13,1.6,-19
384,68,68,2008-03-30,23-091,CLE,,PHI,W (+3),1,41:47,11,18,0.611,1,2,0.5,3,3,1.0,3,6,9,9,3,1,1,4,26,29.1,7
385,69,69,2008-04-02,23-094,CLE,@,CHA,W (+4),1,31:13,11,19,0.579,1,4,0.25,6,6,1.0,2,2,4,5,3,2,4,6,29,23.6,3
386,70,70,2008-04-03,23-095,CLE,,CHI,L (-3),1,38:30,10,24,0.41700000000000004,3,7,0.429,10,14,0.7140000000000001,0,5,5,4,2,2,3,4,33,21.7,-1
387,71,71,2008-04-05,23-097,CLE,,ORL,L (-15),1,42:22,6,22,0.273,1,5,0.2,4,8,0.5,5,2,7,9,2,2,5,1,17,10.8,-15
388,72,72,2008-04-09,23-101,CLE,,NJN,W (+21),1,35:22,11,21,0.524,1,4,0.25,10,13,0.769,4,3,7,8,1,2,0,2,33,32.4,10
389,73,73,2008-04-11,23-103,CLE,@,CHI,L (-5),1,38:11,13,21,0.619,2,6,0.33299999999999996,6,12,0.5,0,6,6,2,3,0,3,2,34,24.5,-10
390,74,74,2008-04-13,23-105,CLE,,MIA,W (+8),1,35:15,3,9,0.33299999999999996,0,1,0.0,7,9,0.778,0,11,11,7,1,2,5,1,13,12.3,-3
391,75,75,2008-04-14,23-106,CLE,@,PHI,W (+1),1,41:41,10,18,0.556,1,2,0.5,6,12,0.5,1,3,4,5,2,1,5,3,27,17.6,-5
392,1,1,2008-10-28,23-303,CLE,@,BOS,L (-5),1,36:00,9,21,0.429,0,4,0.0,4,8,0.5,1,6,7,6,2,1,3,4,22,14.1,-3
393,2,2,2008-10-30,23-305,CLE,,CHA,W (+17),1,30:16,7,15,0.467,0,2,0.0,8,12,0.667,2,7,9,9,0,1,5,3,22,17.0,10
394,3,3,2008-11-01,23-307,CLE,@,NOH,L (-12),1,37:43,6,15,0.4,0,3,0.0,3,4,0.75,2,5,7,13,3,0,5,3,15,15.3,-8
395,4,4,2008-11-03,23-309,CLE,@,DAL,W (+19),1,34:08,8,20,0.4,0,2,0.0,13,15,0.867,2,6,8,3,2,1,1,1,29,24.0,13
396,5,5,2008-11-05,23-311,CLE,,CHI,W (+14),1,35:50,13,23,0.565,0,2,0.0,15,16,0.938,2,7,9,6,4,0,5,1,41,36.0,22
397,6,6,2008-11-07,23-313,CLE,,IND,W (+4),1,39:20,11,24,0.45799999999999996,1,6,0.16699999999999998,4,7,0.5710000000000001,2,7,9,8,1,4,4,2,27,21.5,-3
398,7,7,2008-11-08,23-314,CLE,@,CHI,W (+9),1,39:12,13,29,0.44799999999999995,4,7,0.5710000000000001,11,13,0.846,4,9,13,4,0,0,2,1,41,31.0,12
399,8,8,2008-11-11,23-317,CLE,,MIL,W (+6),1,42:46,16,24,0.667,1,4,0.25,8,10,0.8,0,5,5,6,3,0,2,2,41,35.7,11
400,9,9,2008-11-13,23-319,CLE,,DEN,W (+11),1,38:02,10,20,0.5,0,0,,2,4,0.5,1,7,8,11,3,0,5,4,22,18.1,14
401,10,10,2008-11-15,23-321,CLE,,UTA,W (+12),1,42:03,13,21,0.619,3,7,0.429,9,11,0.818,3,2,5,7,2,2,2,2,38,35.9,33
402,11,11,2008-11-18,23-324,CLE,@,NJN,W (+24),1,35:58,9,20,0.45,1,4,0.25,12,17,0.706,0,8,8,4,0,1,3,3,31,20.3,17
403,12,12,2008-11-19,23-325,CLE,@,DET,L (-7),1,39:30,8,21,0.381,0,4,0.0,9,10,0.9,1,5,6,6,4,0,3,1,25,20.1,-5
404,13,13,2008-11-22,23-328,CLE,,ATL,W (+14),1,36:35,8,19,0.42100000000000004,1,4,0.25,7,7,1.0,1,6,7,8,2,0,2,3,24,20.8,16
405,14,14,2008-11-25,23-331,CLE,@,NYK,W (+18),1,30:20,7,14,0.5,3,7,0.429,9,11,0.818,0,4,4,1,1,1,1,0,26,20.8,17
406,15,15,2008-11-26,23-332,CLE,,OKC,W (+35),1,17:08,7,12,0.583,0,1,0.0,0,0,,0,3,3,3,1,3,0,0,14,14.5,24
407,16,16,2008-11-28,23-334,CLE,,GSW,W (+15),1,30:39,9,13,0.6920000000000001,3,4,0.75,2,4,0.5,1,6,7,8,3,1,2,2,23,25.7,24
408,17,17,2008-11-29,23-335,CLE,@,MIL,W (+12),1,41:22,12,27,0.444,1,5,0.2,7,10,0.7,1,6,7,5,2,1,3,3,32,21.2,7
409,18,18,2008-12-03,23-339,CLE,,NYK,W (+36),1,28:09,5,10,0.5,1,4,0.25,10,10,1.0,0,5,5,6,5,1,0,0,21,27.4,30
410,19,19,2008-12-05,23-341,CLE,,IND,W (+24),1,37:37,4,12,0.33299999999999996,0,4,0.0,3,4,0.75,2,6,8,11,1,3,2,2,11,15.0,32
411,20,20,2008-12-06,23-342,CLE,@,CHA,W (+20),1,27:40,8,17,0.47100000000000003,2,4,0.5,7,8,0.875,2,3,5,4,2,2,3,3,25,20.2,27
412,21,21,2008-12-09,23-345,CLE,,TOR,W (+20),1,30:24,11,18,0.611,2,5,0.4,7,8,0.875,0,5,5,4,3,0,2,1,31,27.3,19
413,22,22,2008-12-10,23-346,CLE,@,PHI,W (+8),1,39:04,10,22,0.455,2,6,0.33299999999999996,7,8,0.875,2,2,4,5,0,2,1,4,29,21.5,-1
414,23,23,2008-12-12,23-348,CLE,,PHI,W (+16),1,36:50,9,21,0.429,1,4,0.25,9,12,0.75,3,4,7,7,1,3,0,2,28,26.2,13
415,24,24,2008-12-13,23-349,CLE,@,ATL,L (-5),1,45:40,10,19,0.526,2,7,0.28600000000000003,11,12,0.917,2,4,6,9,4,1,1,2,33,35.1,1
416,25,25,2008-12-17,23-353,CLE,@,MIN,W (+23),1,39:38,14,20,0.7,2,6,0.33299999999999996,2,4,0.5,0,6,6,3,2,2,0,1,32,29.7,22
417,26,26,2008-12-19,23-355,CLE,@,DEN,W (+17),1,38:45,13,20,0.65,0,2,0.0,7,8,0.875,3,7,10,8,0,0,6,3,33,26.4,14
418,27,27,2008-12-21,23-357,CLE,@,OKC,W (+11),1,42:46,14,24,0.583,2,4,0.5,1,2,0.5,2,2,4,7,3,1,3,1,31,26.6,16
419,28,28,2008-12-23,23-359,CLE,,HOU,W (+9),1,38:20,11,23,0.478,0,3,0.0,5,7,0.7140000000000001,1,8,9,5,3,1,7,2,27,17.0,14
420,29,29,2008-12-25,23-361,CLE,,WAS,W (+4),1,38:13,6,13,0.462,0,2,0.0,6,10,0.6,0,5,5,6,3,1,3,1,18,15.7,-4
421,30,30,2008-12-28,23-364,CLE,,MIA,W (+7),1,42:31,12,19,0.632,2,4,0.5,7,12,0.583,0,6,6,9,0,1,2,1,33,28.9,8
422,31,31,2008-12-30,24-000,CLE,@,MIA,L (-9),1,43:29,12,24,0.5,3,8,0.375,11,14,0.7859999999999999,0,2,2,7,0,2,5,2,38,25.9,-6
423,32,32,2009-01-02,24-003,CLE,,CHI,W (+25),1,37:16,3,8,0.375,2,3,0.667,8,8,1.0,1,9,10,11,2,3,5,1,16,21.4,27
424,33,33,2009-01-04,24-005,CLE,@,WAS,L (-3),1,40:46,11,22,0.5,3,9,0.33299999999999996,5,8,0.625,0,6,6,10,1,2,7,4,30,20.4,0
425,34,34,2009-01-07,24-008,CLE,,CHA,W (+30),1,30:59,9,16,0.563,0,1,0.0,3,3,1.0,0,4,4,4,2,2,4,1,21,16.4,23
426,35,35,2009-01-09,24-010,CLE,,BOS,W (+15),1,35:49,13,25,0.52,3,7,0.429,9,9,1.0,1,6,7,6,4,3,3,2,38,34.7,20
427,36,36,2009-01-13,24-014,CLE,@,MEM,W (+15),1,40:12,9,15,0.6,1,5,0.2,11,14,0.7859999999999999,0,11,11,10,3,1,2,2,30,33.1,21
428,37,37,2009-01-15,24-016,CLE,@,CHI,L (-9),1,44:19,8,28,0.28600000000000003,1,6,0.16699999999999998,11,16,0.688,3,11,14,7,1,1,8,4,28,12.0,2
429,38,38,2009-01-16,24-017,CLE,,NOH,W (+14),1,42:59,12,24,0.5,0,2,0.0,5,6,0.833,3,11,14,7,3,1,4,3,29,25.4,19
430,39,39,2009-01-19,24-020,CLE,@,LAL,L (-17),1,42:10,9,25,0.36,1,5,0.2,4,8,0.5,2,7,9,4,4,1,6,1,23,12.1,-11
431,40,40,2009-01-21,24-022,CLE,@,POR,W (+6),1,42:02,14,30,0.467,3,6,0.5,3,4,0.75,0,7,7,14,1,0,2,1,34,28.7,14
432,41,41,2009-01-23,24-024,CLE,@,GSW,W (+1),1,40:39,10,24,0.41700000000000004,2,5,0.4,10,16,0.625,2,7,9,8,3,2,2,2,32,27.5,12
433,42,42,2009-01-24,24-025,CLE,@,UTA,W (+5),1,41:08,14,27,0.519,1,6,0.16699999999999998,4,6,0.667,4,10,14,9,1,0,2,1,33,29.6,16
434,43,43,2009-01-27,24-028,CLE,,SAC,W (+7),1,37:31,5,10,0.5,0,2,0.0,13,15,0.867,5,10,15,11,0,3,2,1,23,31.1,6
435,44,44,2009-01-29,24-030,CLE,@,ORL,L (-11),1,37:41,10,27,0.37,0,2,0.0,3,6,0.5,1,7,8,8,1,1,2,1,23,14.6,-9
436,45,45,2009-01-30,24-031,CLE,,LAC,W (+17),1,37:08,9,17,0.529,2,4,0.5,5,6,0.833,0,7,7,6,3,1,3,2,25,22.5,32
437,46,46,2009-02-01,24-033,CLE,@,DET,W (+10),1,38:50,12,25,0.48,3,8,0.375,6,11,0.545,4,0,4,8,1,1,5,3,33,22.2,-8
438,47,47,2009-02-03,24-035,CLE,,TOR,W (+18),1,37:31,9,20,0.45,2,5,0.4,13,13,1.0,1,6,7,4,1,2,3,3,33,26.1,23
439,48,48,2009-02-04,24-036,CLE,@,NYK,W (+5),1,44:03,17,33,0.515,2,7,0.28600000000000003,16,19,0.8420000000000001,0,9,9,11,0,2,3,1,52,42.9,7
440,49,49,2009-02-08,24-040,CLE,,LAL,L (-10),1,40:08,5,20,0.25,2,8,0.25,4,8,0.5,3,5,8,12,0,0,1,1,16,13.0,-12
441,50,50,2009-02-10,24-042,CLE,@,IND,L (-1),1,41:10,15,21,0.7140000000000001,4,7,0.5710000000000001,13,14,0.929,0,7,7,4,1,1,7,1,47,37.1,7
442,51,51,2009-02-11,24-043,CLE,,PHO,W (+17),1,33:17,9,18,0.5,1,5,0.2,7,8,0.875,2,4,6,6,2,1,3,1,26,22.7,22
443,52,52,2009-02-18,24-050,CLE,@,TOR,W (+17),1,33:12,9,17,0.529,0,3,0.0,2,2,1.0,1,8,9,9,1,1,5,1,20,17.4,20
444,53,53,2009-02-20,24-052,CLE,@,MIL,W (+8),1,40:04,16,29,0.552,8,11,0.727,15,22,0.682,1,4,5,9,0,0,6,3,55,39.3,13
445,54,54,2009-02-22,24-054,CLE,,DET,W (+21),1,30:34,6,13,0.462,0,3,0.0,8,10,0.8,0,5,5,9,2,1,0,0,20,23.0,22
446,55,55,2009-02-24,24-056,CLE,,MEM,W (+15),1,29:40,4,10,0.4,1,2,0.5,6,8,0.75,0,5,5,8,0,1,2,1,15,14.2,13
447,56,56,2009-02-26,24-058,CLE,@,HOU,L (-19),1,33:51,7,21,0.33299999999999996,2,5,0.4,5,6,0.833,0,1,1,0,1,2,3,4,21,6.8,-14
448,57,57,2009-02-27,24-059,CLE,@,SAS,W (+11),1,32:08,12,23,0.522,3,6,0.5,3,3,1.0,4,10,14,4,2,0,1,2,30,27.5,29
449,58,58,2009-03-01,24-061,CLE,@,ATL,W (+1),1,43:43,8,20,0.4,2,7,0.28600000000000003,8,14,0.5710000000000001,1,5,6,11,1,2,0,3,26,23.9,4
450,59,59,2009-03-02,24-062,CLE,@,MIA,W (+7),1,43:40,13,21,0.619,6,7,0.857,10,10,1.0,1,7,8,4,1,1,6,4,42,32.2,8
451,60,60,2009-03-04,24-064,CLE,,MIL,W (+18),1,33:12,7,11,0.636,4,5,0.8,5,7,0.7140000000000001,1,7,8,4,1,0,3,2,23,20.1,24
452,61,61,2009-03-06,24-066,CLE,@,BOS,L (-11),1,38:17,5,15,0.33299999999999996,2,5,0.4,9,12,0.75,0,6,6,5,1,0,4,1,21,13.2,-1
453,62,62,2009-03-07,24-067,CLE,,MIA,W (+10),1,43:19,5,15,0.33299999999999996,0,3,0.0,4,7,0.5710000000000001,2,8,10,12,1,1,2,0,14,16.2,10
454,63,63,2009-03-10,24-070,CLE,@,LAC,W (+4),1,43:42,10,23,0.435,0,6,0.0,12,16,0.75,4,9,13,11,2,2,4,2,32,30.1,7
455,64,64,2009-03-12,24-072,CLE,@,PHO,W (+8),1,43:27,10,24,0.41700000000000004,3,8,0.375,11,13,0.846,6,4,10,13,3,3,3,0,34,37.0,7
456,65,65,2009-03-13,24-073,CLE,@,SAC,W (+3),1,46:59,16,30,0.5329999999999999,4,11,0.364,15,17,0.882,0,4,4,9,2,3,3,2,51,43.4,6
457,66,66,2009-03-15,24-075,CLE,,NYK,W (+5),1,39:52,9,17,0.529,0,3,0.0,1,3,0.33299999999999996,1,7,8,10,4,3,3,1,19,22.4,-1
458,67,67,2009-03-17,24-077,CLE,,ORL,W (+4),1,42:40,15,27,0.556,4,7,0.5710000000000001,9,10,0.9,2,10,12,8,4,1,6,1,43,38.0,5
459,68,68,2009-03-19,24-079,CLE,,POR,W (+5),1,46:47,10,22,0.455,0,3,0.0,6,11,0.545,0,11,11,10,1,2,0,4,26,23.7,-1
460,69,69,2009-03-21,24-081,CLE,,ATL,W (+6),1,40:03,9,21,0.429,1,4,0.25,3,5,0.6,1,6,7,5,3,1,2,2,22,17.0,10
461,70,70,2009-03-22,24-082,CLE,@,NJN,W (+8),1,39:09,9,17,0.529,1,4,0.25,11,15,0.733,2,9,11,8,1,0,1,0,30,29.8,14
462,71,71,2009-03-25,24-085,CLE,,NJN,W (+11),1,39:06,7,14,0.5,1,1,1.0,7,7,1.0,1,7,8,11,1,0,1,0,22,25.5,19
463,72,72,2009-03-27,24-087,CLE,,MIN,W (+22),1,33:36,8,14,0.5710000000000001,2,3,0.667,7,10,0.7,2,10,12,7,0,0,5,0,25,21.5,25
464,73,73,2009-03-29,24-089,CLE,,DAL,W (+28),1,31:19,9,22,0.409,2,4,0.5,4,5,0.8,1,5,6,12,1,2,0,0,24,24.8,15
465,74,74,2009-03-31,24-091,CLE,,DET,W (+6),1,40:36,9,24,0.375,0,2,0.0,7,8,0.875,1,11,12,3,3,1,1,0,25,20.2,10
466,75,75,2009-04-02,24-093,CLE,@,WAS,L (-8),1,38:20,11,18,0.611,4,8,0.5,5,7,0.7140000000000001,1,8,9,6,0,0,6,1,31,22.9,-13
467,76,76,2009-04-03,24-094,CLE,@,ORL,L (-29),1,32:00,7,20,0.35,2,5,0.4,10,10,1.0,1,8,9,5,1,0,2,1,26,20.0,-26
468,77,77,2009-04-05,24-096,CLE,,SAS,W (+20),1,36:43,14,21,0.667,2,5,0.4,8,8,1.0,0,7,7,6,1,0,2,1,38,33.8,7
469,78,78,2009-04-08,24-099,CLE,,WAS,W (+12),1,30:51,7,15,0.467,0,2,0.0,7,8,0.875,0,6,6,7,3,0,2,1,21,20.2,25
470,79,79,2009-04-10,24-101,CLE,@,PHI,W (+10),1,36:34,8,17,0.47100000000000003,1,4,0.25,10,12,0.833,0,2,2,10,0,1,1,4,27,23.2,8
471,80,80,2009-04-12,24-103,CLE,,BOS,W (+31),1,30:22,9,14,0.643,5,8,0.625,6,6,1.0,0,4,4,7,1,1,5,1,29,25.2,21
472,81,81,2009-04-13,24-104,CLE,@,IND,W (+8),1,38:42,12,23,0.522,2,7,0.28600000000000003,11,14,0.7859999999999999,0,5,5,5,1,0,5,1,37,25.1,8
